date,day_of_week,expiry_type,chart,nifty_open,nifty_high,nifty_low,nifty_close,vix_open,vix_close,vix_predicted_move_pct,actual_range_pct,actual_open_close_pct,intraday_high_pct,intraday_low_pct,range_vs_vix_ratio,diff_pct,vix_accuracy
2020-09-17,Thursday,weekly,▄↓▁↑█↓▂ 📉,11539.4,11587.2,11498.5,11516.1,19.66,20.1,1.03,0.77,0.2,0.41,0.35,0.75,-0.26,Overestimated
2020-09-24,Thursday,monthly,█↓▁↑█↓▁ 📉,11011.0,11015.3,10790.2,10805.55,20.99,23.51,1.1,2.04,1.87,0.04,2.01,1.86,0.95,Underestimated
2020-10-01,Thursday,weekly,▂↓▁↑█↓▇ 📈,11364.45,11428.6,11347.05,11416.95,19.53,18.35,1.02,0.72,0.46,0.56,0.15,0.7,-0.3,Overestimated
2020-10-08,Thursday,weekly,▄↓▁↑█↓▄ 📉,11835.4,11905.7,11791.15,11834.6,20.06,20.38,1.05,0.97,0.01,0.59,0.37,0.92,-0.08,Overestimated
2020-10-15,Thursday,weekly,█↓▁↑█↓▁ 📉,12023.45,12025.45,11661.3,11680.35,20.21,22.06,1.06,3.03,2.85,0.02,3.01,2.86,1.97,Underestimated
2020-10-22,Thursday,weekly,▅↓▁↑█↓▅ 📈,11890.0,11939.55,11823.45,11896.45,22.92,22.64,1.2,0.98,0.05,0.42,0.56,0.81,-0.22,Overestimated
2020-10-29,Thursday,monthly,▂↓▁↑█↓▄ 📈,11633.3,11744.15,11606.45,11670.8,23.28,24.02,1.22,1.18,0.32,0.95,0.23,0.97,-0.04,Overestimated
2020-11-05,Thursday,weekly,▃↓▁↑█↓▇ 📈,12062.4,12131.1,12027.6,12120.3,23.2,20.97,1.21,0.86,0.48,0.57,0.29,0.71,-0.36,Overestimated
2020-11-12,Thursday,weekly,▆↓▁↑█↓▅ 📉,12702.15,12741.15,12624.85,12690.8,22.03,20.62,1.15,0.92,0.09,0.31,0.61,0.79,-0.24,Overestimated
2020-11-19,Thursday,weekly,▄↓▁↑█↓▂ 📉,12839.5,12963.0,12745.75,12771.7,19.12,19.57,1.0,1.69,0.53,0.96,0.73,1.69,0.69,Underestimated
2020-11-26,Thursday,monthly,▅↓▁↑█↓▇ 📈,12906.45,13018.0,12790.4,12987.0,23.13,20.02,1.21,1.76,0.62,0.86,0.9,1.46,0.55,Underestimated
2020-12-03,Thursday,weekly,█↓▁↑█↓▃ 📉,13215.3,13216.6,13107.9,13133.9,19.91,19.0,1.04,0.82,0.62,0.01,0.81,0.79,-0.22,Overestimated
2020-12-10,Thursday,weekly,▇↓▁↑█↓▆ 📉,13488.5,13503.55,13399.3,13478.3,18.92,18.71,0.99,0.77,0.08,0.11,0.66,0.78,-0.22,Overestimated
2020-12-17,Thursday,weekly,▄↓▁↑█↓▆ 📈,13713.55,13773.25,13673.55,13740.7,19.2,19.16,1.01,0.73,0.2,0.44,0.29,0.72,-0.28,Overestimated
2020-12-24,Thursday,weekly,▃↓▁↑█↓▇ 📈,13672.15,13771.75,13626.9,13749.25,20.5,19.97,1.07,1.06,0.56,0.73,0.33,0.99,-0.01,Overestimated
2020-12-31,Thursday,monthly,▄↓▁↑█↓▅ 📈,13970.0,14024.85,13936.45,13981.75,21.11,21.1,1.11,0.63,0.08,0.39,0.24,0.57,-0.47,Overestimated
2021-01-07,Thursday,weekly,█↓▁↑█↓▂ 📉,14253.75,14256.25,14123.1,14137.35,21.0,20.62,1.1,0.93,0.82,0.02,0.92,0.85,-0.17,Overestimated
2021-01-14,Thursday,weekly,▅↓▁↑█↓▇ 📈,14550.05,14617.8,14471.5,14595.6,23.29,23.03,1.22,1.01,0.31,0.47,0.54,0.82,-0.21,Overestimated
2021-01-21,Thursday,weekly,▇↓▁↑█↓▃ 📉,14730.95,14753.55,14517.25,14590.35,21.55,22.18,1.13,1.6,0.95,0.15,1.45,1.42,0.48,Underestimated
2021-01-28,Thursday,monthly,▅↓▁↑█↓▅ 📈,13810.4,13898.25,13713.25,13817.55,24.39,24.29,1.28,1.34,0.05,0.64,0.7,1.05,0.06,Overestimated
2021-02-04,Thursday,weekly,▄↓▁↑█↓▇ 📈,14789.05,14913.7,14714.75,14895.65,23.75,23.12,1.24,1.35,0.72,0.84,0.5,1.08,0.1,Overestimated
2021-02-11,Thursday,weekly,▁↑▁↑█↓▇ 📈,15073.25,15188.5,15065.4,15173.3,23.95,23.05,1.25,0.82,0.66,0.76,0.05,0.65,-0.44,Overestimated
2021-02-18,Thursday,weekly,█↓▁↑█↓▃ 📉,15238.7,15250.75,15078.05,15118.95,21.78,21.54,1.14,1.13,0.79,0.08,1.05,0.99,-0.01,Overestimated
2021-02-25,Thursday,monthly,▂↓▁↑█↓▃ 📈,15079.85,15176.5,15065.35,15097.35,24.17,22.89,1.27,0.74,0.12,0.64,0.1,0.58,-0.53,Overestimated
2021-03-04,Thursday,weekly,▂↓▁↑█↓▄ 📈,15026.75,15202.35,14980.2,15080.75,22.09,24.15,1.16,1.48,0.36,1.17,0.31,1.28,0.32,Underestimated
2021-03-10,Wednesday,weekly,▇↓▁↑█↓▅ 📉,15202.15,15218.45,15100.85,15174.8,22.5,20.75,1.18,0.77,0.18,0.11,0.67,0.66,-0.4,Overestimated
2021-03-18,Thursday,weekly,█↓▁↑█↓▂ 📉,14855.5,14875.2,14478.6,14557.85,20.16,20.08,1.06,2.67,2.0,0.13,2.54,2.53,1.61,Underestimated
2021-03-25,Thursday,monthly,█↓▁↑█↓▂ 📉,14570.9,14575.6,14264.4,14324.9,22.46,22.7,1.18,2.14,1.69,0.03,2.1,1.82,0.96,Underestimated
2021-04-01,Thursday,weekly,▅↓▁↑█↓▇ 📈,14798.4,14883.2,14692.45,14867.35,20.65,19.99,1.08,1.29,0.47,0.57,0.72,1.19,0.21,Underestimated
2021-04-08,Thursday,weekly,▃↓▁↑█↓▃ 📉,14875.65,14984.15,14821.1,14873.8,20.25,20.31,1.06,1.1,0.01,0.73,0.37,1.03,0.04,Overestimated
2021-04-15,Thursday,weekly,▆↓▁↑█→█ 📈,14522.4,14597.55,14353.2,14581.45,20.46,20.89,1.07,1.68,0.41,0.52,1.17,1.57,0.61,Underestimated
2021-04-22,Thursday,weekly,▃↓▁↑█→█ 📈,14219.15,14424.75,14151.4,14406.15,22.43,23.03,1.17,1.92,1.32,1.45,0.48,1.64,0.75,Underestimated
2021-04-29,Thursday,monthly,▆↓▁↑█↓▃ 📉,14979.0,15044.35,14814.45,14894.9,22.58,23.31,1.18,1.53,0.56,0.44,1.1,1.3,0.35,Underestimated
2021-05-06,Thursday,weekly,▄↓▁↑█↓▇ 📈,14668.35,14743.9,14611.5,14724.8,23.01,22.04,1.2,0.9,0.38,0.52,0.39,0.75,-0.3,Overestimated
2021-05-12,Wednesday,weekly,█↓▁↑█↓▃ 📉,14823.55,14824.05,14649.7,14696.5,20.23,20.08,1.06,1.18,0.86,0.0,1.17,1.11,0.12,Overestimated
2021-05-19,Wednesday,weekly,▄↓▁↑█↓▂ 📉,15058.6,15133.4,15008.85,15030.15,19.24,19.32,1.01,0.83,0.19,0.5,0.33,0.82,-0.18,Overestimated
2021-05-27,Thursday,monthly,▄↓▁↑█↓▅ 📈,15323.95,15384.55,15272.5,15337.85,20.87,19.91,1.09,0.73,0.09,0.4,0.34,0.67,-0.36,Overestimated
2021-06-03,Thursday,weekly,▄↓▁↑█↓▇ 📈,15655.55,15705.1,15611.0,15690.35,17.21,15.75,0.9,0.6,0.22,0.32,0.28,0.67,-0.3,Overestimated
2021-06-10,Thursday,weekly,▄↓▁↑█↓▇ 📈,15692.1,15751.25,15648.5,15737.75,14.75,15.0,0.77,0.65,0.29,0.38,0.28,0.85,-0.12,Overestimated
2021-06-17,Thursday,weekly,▂↓▁↑█↓▄ 📈,15648.3,15769.35,15616.75,15691.4,14.87,15.29,0.78,0.98,0.28,0.77,0.2,1.25,0.2,Overestimated
2021-06-24,Thursday,monthly,▃↓▁↑█↓▆ 📈,15737.3,15821.4,15702.7,15790.45,15.37,15.1,0.8,0.75,0.34,0.53,0.22,0.94,-0.05,Overestimated
2021-07-01,Thursday,weekly,█↓▁↑█↓▂ 📉,15755.05,15755.55,15667.05,15680.0,13.05,12.84,0.68,0.56,0.48,0.0,0.56,0.82,-0.12,Overestimated
2021-07-08,Thursday,weekly,▇↓▁↑█↓▃ 📉,15855.4,15885.75,15682.9,15727.9,12.21,13.56,0.64,1.28,0.8,0.19,1.09,2.0,0.64,Underestimated
2021-07-15,Thursday,weekly,▂↓▁↑█↓▆ 📈,15872.15,15952.35,15855.0,15924.2,12.59,12.27,0.66,0.61,0.33,0.51,0.11,0.93,-0.05,Overestimated
2021-07-22,Thursday,weekly,▂↓▁↑█↓▇ 📈,15736.6,15834.8,15726.4,15824.05,13.21,11.89,0.69,0.69,0.56,0.62,0.06,1.0,-0.0,Overestimated
2021-07-29,Thursday,monthly,▃↓▁↑█↓▅ 📈,15762.7,15817.35,15737.8,15778.45,13.69,12.95,0.72,0.5,0.1,0.35,0.16,0.7,-0.21,Overestimated
2021-08-05,Thursday,weekly,▅↓▁↑█↓▅ 📈,16288.95,16349.45,16210.3,16294.6,13.21,12.87,0.69,0.85,0.03,0.37,0.48,1.24,0.16,Overestimated
2021-08-12,Thursday,weekly,▂↓▁↑█↓▇ 📈,16303.65,16375.5,16286.9,16364.4,12.71,12.37,0.67,0.54,0.37,0.44,0.1,0.82,-0.12,Overestimated
2021-08-18,Wednesday,weekly,█↓▁↑█↓▂ 📉,16691.95,16701.85,16535.85,16568.85,13.41,12.91,0.7,0.99,0.74,0.06,0.94,1.42,0.29,Underestimated
2021-08-26,Thursday,monthly,▃↓▁↑█↓▄ 📈,16627.95,16683.7,16603.4,16636.9,13.5,13.54,0.71,0.48,0.05,0.34,0.15,0.68,-0.22,Overestimated
2021-09-02,Thursday,weekly,▂↓▁↑█→█ 📈,17095.4,17245.5,17059.7,17234.15,14.19,14.24,0.74,1.09,0.81,0.88,0.21,1.46,0.34,Underestimated
2021-09-09,Thursday,weekly,▂↓▁↑█↓▇ 📈,17312.85,17379.65,17302.7,17369.25,14.41,13.94,0.75,0.44,0.33,0.39,0.06,0.59,-0.31,Overestimated
2021-09-16,Thursday,weekly,▃↓▁↑█↓▇ 📈,17539.2,17644.6,17510.45,17629.5,13.73,14.41,0.72,0.76,0.51,0.6,0.16,1.06,0.05,Overestimated
2021-09-23,Thursday,weekly,▂↓▁↑█↓▇ 📈,17670.85,17843.9,17646.55,17822.95,16.49,16.6,0.86,1.12,0.86,0.98,0.14,1.29,0.25,Underestimated
2021-09-30,Thursday,monthly,▇↓▁↑█↓▂ 📉,17718.9,17742.15,17585.35,17618.15,18.84,18.4,0.99,0.88,0.57,0.13,0.75,0.9,-0.1,Overestimated
2021-10-07,Thursday,weekly,▄↓▁↑█↓▃ 📉,17810.55,17857.55,17763.8,17790.35,17.33,16.16,0.91,0.53,0.11,0.26,0.26,0.58,-0.38,Overestimated
2021-10-14,Thursday,weekly,▃↓▁↑█↓▇ 📈,18272.85,18350.75,18248.7,18338.55,16.1,15.77,0.84,0.56,0.36,0.43,0.13,0.66,-0.28,Overestimated
2021-10-21,Thursday,weekly,█↓▁↑█↓▄ 📉,18382.7,18384.2,18048.0,18178.1,18.31,18.04,0.96,1.83,1.11,0.01,1.82,1.91,0.87,Underestimated
2021-10-28,Thursday,monthly,█↓▁↑█↓▂ 📉,18187.65,18190.7,17799.45,17857.25,16.83,17.91,0.88,2.15,1.82,0.02,2.13,2.44,1.27,Underestimated
2021-11-04,Thursday,weekly,▆↓▁↑█↓▃ 📉,17935.05,17947.55,17900.6,17916.8,16.13,15.75,0.84,0.26,0.1,0.07,0.19,0.31,-0.58,Overestimated
2021-11-11,Thursday,weekly,█↓▁↑█↓▄ 📉,17967.45,17971.35,17798.2,17873.6,16.31,16.35,0.85,0.96,0.52,0.02,0.94,1.13,0.11,Overestimated
2021-11-18,Thursday,weekly,▇↓▁↑█↓▃ 📉,17890.55,17945.6,17688.5,17764.8,14.98,14.86,0.78,1.44,0.7,0.31,1.13,1.83,0.65,Underestimated
2021-11-25,Thursday,monthly,▃↓▁↑█↓▇ 📈,17417.3,17564.35,17351.7,17536.25,17.1,16.66,0.9,1.22,0.68,0.84,0.38,1.36,0.33,Underestimated
2021-12-02,Thursday,weekly,▂↓▁↑█→█ 📈,17183.2,17420.35,17149.3,17401.65,19.45,18.09,1.02,1.58,1.27,1.38,0.2,1.55,0.56,Underestimated
2021-12-09,Thursday,weekly,▇↓▁↑█↓▇ 📉,17524.4,17543.25,17379.6,17516.85,17.27,16.6,0.9,0.93,0.04,0.11,0.83,1.03,0.03,Overestimated
2021-12-16,Thursday,weekly,█↓▁↑█↓▃ 📉,17373.0,17379.35,17184.95,17248.4,17.22,15.9,0.9,1.12,0.72,0.04,1.08,1.24,0.22,Underestimated
2021-12-23,Thursday,weekly,▄↓▁↑█↓▅ 📈,17066.8,17118.65,17015.55,17072.6,16.58,15.83,0.87,0.6,0.03,0.3,0.3,0.7,-0.26,Overestimated
2021-12-30,Thursday,monthly,▄↓▁↑█↓▄ 📈,17201.45,17264.05,17146.35,17203.95,16.24,16.57,0.85,0.68,0.01,0.36,0.32,0.8,-0.17,Overestimated
2022-01-06,Thursday,weekly,▇↓▁↑█↓▅ 📉,17768.5,17797.95,17655.55,17745.9,17.23,17.98,0.9,0.8,0.13,0.17,0.64,0.89,-0.1,Overestimated
2022-01-13,Thursday,weekly,▇↓▁↑█↓▇ 📈,18257.0,18272.25,18163.8,18257.8,17.18,16.7,0.9,0.59,0.0,0.08,0.51,0.66,-0.31,Overestimated
2022-01-20,Thursday,weekly,▇↓▁↑█↓▄ 📉,17921.0,17943.7,17648.45,17757.0,17.82,17.79,0.93,1.65,0.92,0.13,1.52,1.77,0.71,Underestimated
2022-01-27,Thursday,monthly,▅↓▁↑█↓▆ 📈,17062.0,17182.5,16866.75,17110.15,21.36,21.07,1.12,1.85,0.28,0.71,1.14,1.65,0.73,Underestimated
2022-02-03,Thursday,weekly,█↓▁↑█↓▂ 📉,17767.75,17781.15,17511.15,17560.2,18.65,19.16,0.98,1.52,1.17,0.08,1.44,1.56,0.54,Underestimated
2022-02-10,Thursday,weekly,▅↓▁↑█↓▇ 📈,17554.1,17639.45,17427.15,17605.85,18.56,17.71,0.97,1.21,0.29,0.49,0.72,1.24,0.24,Underestimated
2022-02-17,Thursday,weekly,▆↓▁↑█↓▃ 📉,17396.55,17442.9,17235.85,17304.6,20.59,22.01,1.08,1.19,0.53,0.27,0.92,1.1,0.11,Overestimated
2022-02-24,Thursday,monthly,▆↓▁↑█↓▂ 📉,16548.9,16705.25,16203.25,16247.95,24.54,31.98,1.28,3.03,1.82,0.94,2.09,2.36,1.75,Underestimated
2022-03-03,Thursday,weekly,▇↓▁↑█↓▂ 📉,16723.2,16768.95,16442.95,16498.05,29.23,28.16,1.53,1.95,1.35,0.27,1.68,1.27,0.42,Underestimated
2022-03-10,Thursday,weekly,█↓▁↑█↓▄ 📉,16757.1,16757.3,16447.9,16594.9,27.47,25.58,1.44,1.85,0.97,0.0,1.85,1.28,0.41,Underestimated
2022-03-17,Thursday,weekly,▂↓▁↑█↓▆ 📈,17202.9,17344.6,17175.75,17287.05,24.12,22.61,1.26,0.98,0.49,0.82,0.16,0.78,-0.28,Overestimated
2022-03-24,Thursday,weekly,▁↑▁↑█↓▆ 📈,17094.95,17291.75,17091.15,17222.75,24.75,23.93,1.3,1.17,0.75,1.15,0.02,0.91,-0.12,Overestimated
2022-03-31,Thursday,monthly,▆↓▁↑█↓▃ 📉,17519.2,17559.8,17435.2,17464.75,20.61,20.56,1.08,0.71,0.31,0.23,0.48,0.66,-0.37,Overestimated
2022-04-07,Thursday,weekly,▅↓▁↑█↓▂ 📉,17723.3,17787.5,17623.7,17639.55,19.02,19.0,1.0,0.92,0.47,0.36,0.56,0.93,-0.07,Overestimated
2022-04-13,Wednesday,weekly,▆↓▁↑█↓▂ 📉,17599.9,17663.65,17457.4,17475.65,18.16,17.79,0.95,1.17,0.71,0.36,0.81,1.23,0.22,Underestimated
2022-04-21,Thursday,weekly,▂↓▁↑█↓▇ 📈,17234.6,17414.7,17215.5,17392.6,18.67,17.85,0.98,1.16,0.92,1.04,0.11,1.18,0.18,Overestimated
2022-04-28,Thursday,monthly,▄↓▁↑█↓▆ 📈,17189.5,17322.5,17071.05,17245.05,20.61,19.38,1.08,1.46,0.32,0.77,0.69,1.36,0.38,Underestimated
2022-05-05,Thursday,weekly,▆↓▁↑█↓▂ 📉,16854.75,16945.7,16651.85,16682.65,21.88,20.29,1.15,1.74,1.02,0.54,1.2,1.52,0.6,Underestimated
2022-05-12,Thursday,weekly,█↓▁↑█↓▃ 📉,16021.1,16041.95,15735.75,15808.0,22.8,24.27,1.19,1.91,1.33,0.13,1.78,1.6,0.72,Underestimated
2022-05-19,Thursday,weekly,▆↓▁↑█↓▂ 📉,15917.4,15984.75,15775.2,15809.4,22.3,24.56,1.17,1.32,0.68,0.42,0.89,1.13,0.15,Overestimated
2022-05-26,Thursday,monthly,▆↓▁↑█↓▇ 📈,16105.0,16204.45,15903.7,16170.15,25.28,22.72,1.32,1.87,0.4,0.62,1.25,1.41,0.54,Underestimated
2022-06-02,Thursday,weekly,▂↓▁↑█↓▇ 📈,16481.65,16646.4,16443.05,16628.0,20.85,20.32,1.09,1.23,0.89,1.0,0.23,1.13,0.14,Overestimated
2022-06-09,Thursday,weekly,▂↓▁↑█→█ 📈,16263.85,16492.8,16243.85,16478.1,19.84,19.14,1.04,1.53,1.32,1.41,0.12,1.47,0.49,Underestimated
2022-06-16,Thursday,weekly,█↓▁↑█↓▁ 📉,15832.25,15863.15,15335.1,15360.6,22.15,22.87,1.16,3.34,2.98,0.2,3.14,2.88,2.18,Underestimated
2022-06-23,Thursday,weekly,▃↓▁↑█↓▆ 📈,15451.55,15628.45,15367.5,15556.65,21.3,20.88,1.12,1.69,0.68,1.14,0.54,1.51,0.57,Underestimated
2022-06-30,Thursday,monthly,▃↓▁↑█↓▃ 📈,15774.5,15890.0,15728.85,15780.25,21.9,21.84,1.15,1.02,0.04,0.73,0.29,0.89,-0.13,Overestimated
2022-07-07,Thursday,weekly,▆↓▁↑█↓▇ 📈,16113.75,16150.5,16045.95,16132.9,20.27,19.2,1.06,0.65,0.12,0.23,0.42,0.61,-0.41,Overestimated
2022-07-14,Thursday,weekly,▆↓▁↑█↓▄ 📉,16018.85,16070.85,15858.2,15938.65,18.52,18.34,0.97,1.33,0.5,0.32,1.0,1.37,0.36,Underestimated
2022-07-21,Thursday,weekly,▃↓▁↑█↓▇ 📈,16523.55,16626.95,16483.9,16605.25,16.82,16.86,0.88,0.87,0.49,0.63,0.24,0.98,-0.01,Overestimated
2022-07-28,Thursday,monthly,▂↓▁↑█↓▇ 📈,16774.85,16947.65,16746.25,16929.6,18.13,17.01,0.95,1.2,0.92,1.03,0.17,1.26,0.25,Underestimated
2022-08-04,Thursday,weekly,▇↓▁↑█↓▆ 📉,17463.1,17490.7,17161.25,17382.0,18.45,19.26,0.97,1.89,0.46,0.16,1.73,1.95,0.92,Underestimated
2022-08-11,Thursday,weekly,▇↓▁↑█↓▃ 📉,17711.65,17719.3,17631.95,17659.0,19.59,18.36,1.03,0.49,0.3,0.04,0.45,0.48,-0.53,Overestimated
2022-08-18,Thursday,weekly,▄↓▁↑█↓▇ 📈,17898.65,17968.45,17852.05,17956.5,17.68,17.35,0.93,0.65,0.32,0.39,0.26,0.7,-0.28,Overestimated
2022-08-25,Thursday,monthly,▇↓▁↑█↓▂ 📉,17679.0,17726.5,17487.45,17522.45,18.43,19.57,0.96,1.35,0.89,0.27,1.08,1.4,0.39,Underestimated
2022-09-01,Thursday,weekly,▂↓▁↑█↓▃ 📈,17485.7,17695.6,17468.45,17542.8,18.7,19.87,0.98,1.3,0.33,1.2,0.1,1.33,0.32,Underestimated
2022-09-08,Thursday,weekly,▄↓▁↑█↓▇ 📈,17748.15,17807.65,17691.95,17798.75,19.37,18.31,1.01,0.65,0.29,0.34,0.32,0.64,-0.36,Overestimated
2022-09-15,Thursday,weekly,▇↓▁↑█↓▁ 📉,18046.35,18096.15,17861.5,17877.4,18.28,18.39,0.96,1.3,0.94,0.28,1.02,1.36,0.34,Underestimated
2022-09-22,Thursday,weekly,▄↓▁↑█↓▅ 📈,17609.65,17722.75,17532.45,17629.8,19.33,18.82,1.01,1.08,0.11,0.64,0.44,1.07,0.07,Overestimated
2022-09-29,Thursday,monthly,▇↓▁↑█↓▂ 📉,16993.6,17026.05,16788.6,16818.1,22.1,21.3,1.16,1.4,1.03,0.19,1.21,1.21,0.24,Underestimated
2022-10-06,Thursday,weekly,▅↓▁↑█↓▂ 📉,17379.25,17428.8,17315.65,17331.8,19.57,19.32,1.02,0.65,0.27,0.29,0.37,0.64,-0.37,Overestimated
2022-10-13,Thursday,weekly,▇↓▁↑█↓▄ 📉,17087.35,17112.35,16956.95,17014.35,20.18,20.29,1.06,0.91,0.43,0.15,0.76,0.86,-0.15,Overestimated
2022-10-20,Thursday,weekly,▁↑▁↑█↓▇ 📈,17423.1,17584.15,17421.0,17563.95,17.49,17.23,0.92,0.94,0.81,0.92,0.01,1.02,0.02,Overestimated
2022-10-27,Thursday,monthly,▇↓▁↑█↓▅ 📉,17771.4,17783.9,17654.5,17736.95,16.88,16.6,0.88,0.73,0.19,0.07,0.66,0.82,-0.16,Overestimated
2022-11-03,Thursday,weekly,▁↑▁↑█↓▅ 📈,17968.35,18106.3,17959.2,18052.7,16.66,15.94,0.87,0.82,0.47,0.77,0.05,0.94,-0.05,Overestimated
2022-11-10,Thursday,weekly,▅↓▁↑█↓▄ 📉,18044.35,18103.1,17969.4,18028.2,15.92,15.57,0.83,0.74,0.09,0.33,0.42,0.89,-0.09,Overestimated
2022-11-17,Thursday,weekly,▄↓▁↑█↓▃ 📉,18358.7,18417.6,18312.95,18343.9,15.1,14.88,0.79,0.57,0.08,0.32,0.25,0.72,-0.22,Overestimated
2022-11-24,Thursday,monthly,▂↓▁↑█↓▇ 📈,18326.1,18529.7,18294.25,18484.1,14.04,13.48,0.74,1.28,0.86,1.11,0.17,1.75,0.55,Underestimated
2022-12-01,Thursday,weekly,▇↓▁↑█↓▃ 📉,18871.95,18887.6,18778.2,18812.5,13.81,13.36,0.72,0.58,0.32,0.08,0.5,0.8,-0.14,Overestimated
2022-12-08,Thursday,weekly,▄↓▁↑█↓▇ 📈,18570.85,18625.0,18536.95,18609.35,14.08,13.4,0.74,0.47,0.21,0.29,0.18,0.64,-0.26,Overestimated
2022-12-15,Thursday,weekly,▇↓▁↑█↓▂ 📉,18614.4,18652.9,18387.7,18414.9,12.89,13.73,0.67,1.42,1.07,0.21,1.22,2.11,0.75,Underestimated
2022-12-22,Thursday,weekly,▇↓▁↑█↓▃ 📉,18288.8,18318.75,18068.6,18127.35,15.56,15.19,0.81,1.37,0.88,0.16,1.2,1.68,0.55,Underestimated
2022-12-29,Thursday,monthly,▃↓▁↑█↓▇ 📈,18045.7,18229.7,17992.8,18191.0,15.4,14.81,0.81,1.31,0.81,1.02,0.29,1.63,0.51,Underestimated
2023-01-05,Thursday,weekly,▇↓▁↑█↓▄ 📉,18101.95,18120.3,17892.6,17992.15,15.2,14.98,0.8,1.26,0.61,0.1,1.16,1.58,0.46,Underestimated
2023-01-12,Thursday,weekly,▇↓▁↑█↓▅ 📉,17920.85,17945.8,17761.65,17858.2,15.44,15.28,0.81,1.03,0.35,0.14,0.89,1.27,0.22,Underestimated
2023-01-19,Thursday,weekly,▅↓▁↑█↓▄ 📉,18119.8,18155.2,18063.75,18107.85,14.37,13.96,0.75,0.5,0.07,0.2,0.31,0.67,-0.25,Overestimated
2023-01-25,Wednesday,monthly,█↓▁↑█↓▂ 📉,18093.35,18100.6,17846.15,17891.95,13.66,14.66,0.72,1.41,1.11,0.04,1.37,1.97,0.69,Underestimated
2023-02-02,Thursday,weekly,▃↓▁↑█↓▇ 📈,17517.1,17653.9,17445.95,17610.4,16.78,15.73,0.88,1.19,0.53,0.78,0.41,1.35,0.31,Underestimated
2023-02-09,Thursday,weekly,▆↓▁↑█↓▇ 📈,17885.5,17916.9,17779.8,17893.45,13.6,13.04,0.71,0.77,0.04,0.18,0.59,1.08,0.05,Overestimated
2023-02-16,Thursday,weekly,▆↓▁↑█↓▃ 📉,18094.75,18134.75,18000.65,18035.85,12.86,12.89,0.67,0.74,0.33,0.22,0.52,1.1,0.07,Overestimated
2023-02-23,Thursday,monthly,▆↓▁↑█↓▃ 📉,17574.65,17620.05,17455.4,17511.25,15.59,15.08,0.82,0.94,0.36,0.26,0.68,1.15,0.12,Overestimated
2023-03-02,Thursday,weekly,▇↓▁↑█↓▂ 📉,17421.5,17445.8,17306.0,17321.9,13.0,12.97,0.68,0.8,0.57,0.14,0.66,1.18,0.12,Overestimated
2023-03-09,Thursday,weekly,█↓▁↑█↓▂ 📉,17772.05,17772.35,17573.6,17589.6,12.45,12.73,0.65,1.12,1.03,0.0,1.12,1.72,0.47,Underestimated
2023-03-16,Thursday,weekly,▆↓▁↑█↓▅ 📉,16994.65,17062.45,16850.15,16985.6,16.3,16.22,0.85,1.25,0.05,0.4,0.85,1.46,0.4,Underestimated
