date,day_of_week,expiry_type,chart,nifty_open,nifty_high,nifty_low,nifty_close,vix_open,vix_close,vix_predicted_move_pct,actual_range_pct,actual_open_close_pct,intraday_high_pct,intraday_low_pct,range_vs_vix_ratio,diff_pct,vix_accuracy,move_direction,close_in_prev_range,prev_close_to_close_pct,close_vs_prev_range,t1_fii_fut_daily,t1_fii_call_daily,t1_fii_put_daily,t1_fii_stance,t1_pro_fut_daily,t1_pro_call_daily,t1_pro_put_daily,t1_pro_stance,expiry_risk_level,observation
2026-01-13,Tuesday,weekly,█↓▁↑█↓▄ 📉,25897.35,25899.8,25603.3,25732.3,11.37,11.2,0.6,1.14,0.64,0.01,1.14,1.92,0.55,Underestimated,Top to Down,Yes,-0.22,Within Range,-7346,23513,-19383,FII Neutral,2498,78441,-11742,PRO Neutral,LOW (9% blowout history),BLOWOUT Top to Down | Actual 1.14% vs VIX predicted 0.6% (miss: +0.55%)
2026-01-20,Tuesday,weekly,█↓▁↑█↓▂ 📉,25580.3,25585.0,25171.35,25232.5,11.83,12.73,0.62,1.62,1.36,0.02,1.6,2.61,1.0,Underestimated,Top to Down,No,-1.38,Below Low,-2722,-29105,-16847,FII Mildly Bearish,-1315,-53109,-35474,PRO Confident (sold puts >20K),MODERATE (33% blowout history),BLOWOUT Top to Down | Actual 1.62% vs VIX predicted 0.62% (miss: +1.0%)
2026-01-27,Tuesday,monthly,▄↓▁↑█↓▆ 📈,25063.35,25246.65,24932.55,25175.4,14.19,14.45,0.74,1.25,0.45,0.73,0.52,1.69,0.51,Underestimated,Down to Up,Yes,0.51,Within Range,-11333,77125,50062,FII Very Bearish (sold fut >10K + bought puts >20K),1742,-192663,70663,PRO Hedging (bought puts >20K),HIGH (50% blowout history),BLOWOUT Down to Up | Actual 1.25% vs VIX predicted 0.74% (miss: +0.51%)
2026-02-03,Tuesday,weekly,█↓▁↑█↓▂ 📉,26308.05,26341.2,25641.3,25727.55,13.87,12.9,0.73,2.66,2.21,0.13,2.53,3.66,1.93,Underestimated,Top to Down,No,2.55,Above High,-3317,-63973,30311,FII Hedging (bought puts >20K),10659,-8032,-744,PRO Mildly Bullish,HIGH (50% blowout history),BLOWOUT Top to Down | Actual 2.66% vs VIX predicted 0.73% (miss: +1.93%)
2026-02-10,Tuesday,weekly,▄↓▁↑█↓▅ 📈,25922.65,25989.45,25870.45,25935.15,12.19,11.67,0.64,0.46,0.05,0.26,0.2,0.72,-0.18,Overestimated,Down to Up,No,0.26,Above High,4331,51256,-23756,FII Confident (sold puts >20K),2268,-91825,27670,PRO Hedging (bought puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-02-17,Tuesday,weekly,▃↓▁↑█↓▇ 📈,25637.95,25764.4,25570.3,25725.4,13.33,12.67,0.7,0.76,0.34,0.49,0.26,1.08,0.06,Overestimated,Down to Up,No,0.17,Above High,2435,8195,-42672,FII Confident (sold puts >20K),-316,134067,-104551,PRO Confident (sold puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-02-24,Tuesday,monthly,█↓▁↑█↓▃ 📉,25641.8,25641.8,25327.6,25424.65,14.17,14.15,0.74,1.23,0.85,0.0,1.23,1.65,0.48,Overestimated,Top to Down,No,-1.12,Below Low,4579,-10672,28911,FII Hedging (bought puts >20K),6449,-164965,-41839,PRO Confident (sold puts >20K),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-03-02,Monday,weekly,▂↓▁↑█↓▆ 📈,24659.25,24989.35,24603.5,24865.7,13.7,17.13,0.72,1.56,0.84,1.34,0.23,2.18,0.85,Underestimated,Down to Up,No,-1.24,Below Low,-21388,1599,85335,FII Very Bearish (sold fut >10K + bought puts >20K),3615,-68305,103631,PRO Hedging (bought puts >20K),HIGH (50% blowout history),BLOWOUT Down to Up | Actual 1.56% vs VIX predicted 0.72% (miss: +0.85%)
2026-03-10,Tuesday,weekly,▇↓▁↑█↓▇ 📉,24280.8,24303.8,24079.95,24261.6,23.36,18.91,1.22,0.92,0.08,0.09,0.83,0.75,-0.3,Overestimated,Top to Down,No,0.97,Above High,-19611,16619,-57566,FII Bearish (sold fut >10K),16058,-20451,-94335,PRO Bullish (bought fut + sold puts),HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-03-17,Tuesday,weekly,▄↓▁↑█↓▆ 📈,23493.2,23656.8,23346.6,23581.15,21.6,19.79,1.13,1.32,0.37,0.7,0.62,1.17,0.19,Overestimated,Down to Up,No,0.74,Above High,11771,15876,-29424,FII Bullish (bought fut + sold puts),-1222,-1132,20400,PRO Hedging (bought puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-03-24,Tuesday,weekly,▅↓▁↑█↓▆ 📈,22878.45,23057.3,22624.2,22912.4,26.73,24.74,1.4,1.89,0.15,0.78,1.11,1.35,0.49,Overestimated,Down to Up,No,1.78,Above High,-9453,-6655,-426,FII Neutral,-4562,-42952,-31447,PRO Confident (sold puts >20K),LOW (9% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-03-30,Monday,monthly,▅↓▁↑█↓▂ 📉,22549.65,22714.1,22283.85,22331.4,26.8,27.89,1.4,1.91,0.97,0.73,1.18,1.36,0.5,Underestimated,Top to Down,No,-2.14,Below Low,-41341,10936,6400,FII Bearish (sold fut >10K),6650,-26716,63872,PRO Hedging (bought puts >20K),HIGH (50% blowout history),BLOWOUT Top to Down | Actual 1.91% vs VIX predicted 1.4% (miss: +0.5%)
2026-04-07,Tuesday,weekly,▃↓▁↑█→█ 📈,22838.7,23153.85,22719.3,23123.65,25.47,24.7,1.33,1.9,1.25,1.38,0.52,1.43,0.57,Underestimated,Down to Up,No,0.68,Above High,-442,16904,-6458,FII Neutral,940,11147,-9297,PRO Neutral,LOW (9% blowout history),BLOWOUT Down to Up | Actual 1.9% vs VIX predicted 1.33% (miss: +0.57%)
2026-04-13,Monday,weekly,▂↓▁↑█↓▇ 📈,23589.6,23907.4,23555.6,23842.65,18.85,20.5,0.99,1.49,1.07,1.35,0.14,1.51,0.5,Underestimated,Down to Up,No,-0.86,Below Low,21491,46554,1548,FII Mildly Bullish,818,25342,-29132,PRO Confident (sold puts >20K),LOW (9% blowout history),BLOWOUT Down to Up | Actual 1.49% vs VIX predicted 0.99% (miss: +0.5%)
2026-04-21,Tuesday,weekly,▂↓▁↑█↓▇ 📈,24374.55,24601.7,24354.9,24576.6,18.79,17.53,0.98,1.01,0.83,0.93,0.08,1.03,0.03,Overestimated,Down to Up,No,0.87,Above High,1192,-39313,-25100,FII Confident (sold puts >20K),5199,15092,74019,PRO Hedging (bought puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-04-28,Tuesday,monthly,▄↓▁↑█↓▂ 📉,24049.9,24181.8,23957.05,23995.7,18.38,18.05,0.96,0.93,0.23,0.55,0.39,0.97,-0.03,Overestimated,Top to Down,Yes,-0.4,Within Range,-1902,22171,-56058,FII Confident (sold puts >20K),10617,22753,-95374,PRO Bullish (bought fut + sold puts),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-05-05,Tuesday,weekly,▇↓▁↑█↓▆ 📉,24052.6,24081.7,23882.05,24032.8,18.3,17.91,0.96,0.83,0.08,0.12,0.71,0.87,-0.13,Overestimated,Top to Down,Yes,-0.36,Within Range,-8096,33772,-8133,FII Neutral,-469,-120032,-63444,PRO Confident (sold puts >20K),LOW (9% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-05-12,Tuesday,weekly,▇↓▁↑█↓▂ 📉,23722.6,23757.55,23348.4,23379.55,18.55,19.28,0.97,1.72,1.45,0.15,1.58,1.78,0.75,Underestimated,Top to Down,No,-1.83,Below Low,-10857,-48623,26642,FII Very Bearish (sold fut >10K + bought puts >20K),4933,-89165,-51026,PRO Confident (sold puts >20K),HIGH (50% blowout history),BLOWOUT Top to Down | Actual 1.72% vs VIX predicted 0.97% (miss: +0.75%)
2026-05-19,Tuesday,weekly,▄↓▁↑█↓▂ 📉,23675.3,23782.3,23587.2,23618.0,19.63,18.68,1.03,0.82,0.24,0.45,0.37,0.8,-0.2,Overestimated,Top to Down,Yes,-0.14,Within Range,6641,42153,11923,FII Neutral,5780,32748,-90903,PRO Confident (sold puts >20K),LOW (9% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-05-26,Tuesday,monthly,▅↓▁↑█↓▂ 📉,24004.1,24089.8,23885.45,23913.7,16.7,16.13,0.87,0.85,0.38,0.36,0.49,0.97,-0.02,Overestimated,Top to Down,No,-0.49,Below Low,10015,118115,-38503,FII Bullish (bought fut + sold puts),7171,-68084,-65727,PRO Confident (sold puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-06-02,Tuesday,weekly,▁↑▁↑█↓▆ 📈,23229.15,23556.95,23229.15,23483.55,16.54,15.36,0.87,1.41,1.1,1.41,0.0,1.63,0.55,Underestimated,Down to Up,Yes,0.43,Within Range,-21871,16937,32360,FII Very Bearish (sold fut >10K + bought puts >20K),5008,-138708,-13829,PRO Mildly Bearish,HIGH (50% blowout history),BLOWOUT Down to Up | Actual 1.41% vs VIX predicted 0.87% (miss: +0.55%)
2026-06-09,Tuesday,weekly,▇↓▁↑█↓▇ 📉,23259.05,23279.4,23104.45,23242.1,17.03,15.58,0.89,0.75,0.07,0.09,0.66,0.84,-0.14,Overestimated,Top to Down,Yes,0.52,Within Range,-9908,-17877,19207,FII Neutral,777,-88271,-10559,PRO Mildly Bearish,LOW (9% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-06-16,Tuesday,weekly,▃↓▁↑█↓▇ 📈,23923.9,24002.6,23888.2,23989.15,14.35,13.36,0.75,0.48,0.27,0.33,0.15,0.64,-0.27,Overestimated,Down to Up,Yes,0.57,Within Range,2382,-43307,2574,FII Mildly Bearish,-5326,-123291,-45343,PRO Confident (sold puts >20K),MODERATE (33% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-06-23,Tuesday,weekly,▇↓▁↑█↓▂ 📉,24071.3,24135.5,23784.95,23824.1,12.84,13.94,0.67,1.46,1.03,0.27,1.19,2.17,0.78,Underestimated,Top to Down,No,-1.16,Below Low,3639,4838,17052,FII Neutral,9566,-67399,-95604,PRO Confident (sold puts >20K),LOW (9% blowout history),BLOWOUT Top to Down | Actual 1.46% vs VIX predicted 0.67% (miss: +0.78%)
2026-06-30,Tuesday,monthly,█↓▁↑█↓▂ 📉,24032.05,24035.55,23829.2,23865.75,13.61,13.6,0.71,0.86,0.69,0.01,0.84,1.21,0.15,Overestimated,Top to Down,No,-0.34,Below Low,-10642,14540,19574,FII Bearish (sold fut >10K),-6508,-91008,-9117,PRO Mildly Bearish,HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-07-07,Tuesday,weekly,▅↓▁↑█↓▃ 📉,24464.45,24530.9,24348.95,24398.7,11.82,11.65,0.62,0.74,0.27,0.27,0.47,1.2,0.12,Overestimated,Top to Down,Yes,-0.13,Within Range,9488,44820,-20148,FII Confident (sold puts >20K),-2945,-3367,-78727,PRO Confident (sold puts >20K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-07-14,Tuesday,weekly,▃↓▁↑█↓▂ 📉,24068.0,24157.1,24023.7,24052.05,13.28,13.75,0.7,0.55,0.07,0.37,0.18,0.8,-0.14,Overestimated,Top to Down,Yes,-0.66,Within Range,-402,42437,-24399,FII Confident (sold puts >20K),3293,-22883,-2774,PRO Mildly Bearish,SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-07-21,Tuesday,weekly,▅↓▁↑█↓▄ 📉,24216.05,24262.2,24135.65,24187.7,12.98,12.6,0.68,0.52,0.12,0.19,0.33,0.77,-0.16,Overestimated,Top to Down,Yes,-0.21,Within Range,-3295,-80446,12674,FII Mildly Bearish,230,-26745,132232,PRO Hedging (bought puts >20K),MODERATE (33% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-07-28,Tuesday,monthly,▂↓▁↑█↓▃ 📈,23971.25,24041.150390625,23954.599609375,23985.349609375,12.65999984741211,12.5600004196167,0.8,0.36,0.06,0.29,0.07,0.45,-0.44,Overestimated,Down to Up,Yes,-0.04,Within Range,3922,33272,-53129,FII Confident (sold puts >20K),3426,-55124,-4877,PRO Mildly Bearish,SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-08-04,Tuesday,weekly,█↓▁↑█↓▆ 📉,24703.900390625,24703.900390625,24427.94921875,24614.900390625,11.930000305175781,12.1899995803833,0.75,1.12,0.36,0.0,1.12,1.49,0.37,Overestimated,Top to Down,Yes,-0.64,Within Range,22297,55995,-20375,FII Bullish (bought fut + sold puts),-11103,26049,-105418,PRO Bearish (sold fut >10K),SAFE (0% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-08-11,Tuesday,weekly,█↓▁↑█↓▃ 📉,24575.099609375,24576.849609375,24429.25,24471.69921875,12.25,11.859999656677246,0.77,0.6,0.42,0.01,0.59,0.78,-0.17,Overestimated,Top to Down,No,-0.46,Below Low,-2105,13095,15380,FII Neutral,1879,-26827,-27757,PRO Confident (sold puts >20K),LOW (9% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-08-18,Tuesday,weekly,▅↓▁↑█↓▁ 📉,24223.849609375,24269.650390625,24154.900390625,24154.900390625,11.329999923706055,11.390000343322754,0.71,0.47,0.28,0.19,0.28,0.66,-0.24,Overestimated,Top to Down,No,-0.55,Below Low,-4889,48120,5279,FII Neutral,-269,-11203,52088,PRO Hedging (bought puts >20K),LOW (9% blowout history),Normal day | VIX prediction was accurate within 0.5%
2026-08-25,Tuesday,monthly,▃↓▁↑█↓█ 📈,24175.75,24334.55078125,24115.44921875,24334.55078125,11.524999618530273,11.074999809265137,0.73,0.91,0.66,0.66,0.25,1.25,0.18,Overestimated,Down to Up,No,0.48,Above High,-9528,18433,114011,FII Hedging (bought puts >20K),2483,-180498,13145,PRO Mildly Bearish,HIGH (50% blowout history),Normal day | VIX prediction was accurate within 0.5%
